date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
#date,#adm1+name,#adm2+name,#loc+market+name,#geo+lat,#geo+lon,#item+type,#item+name,#item+unit,#item+price+flag,#item+price+type,#currency,#value,#value+usd
2020-02-15,Shanxi Sheng,Yuncheng,Yuncheng,35.02,110.98,cereals and tubers,Wheat flour (first grade),KG,actual,Wholesale,CNY,3.4,0.4867
2020-02-15,Zhejiang Sheng,Hangzhou,Hangzhou,30.25,120.17,cereals and tubers,Rice (Indica),KG,actual,Wholesale,CNY,4.0,0.5726
2020-02-15,Zhejiang Sheng,Hangzhou,Hangzhou,30.25,120.17,cereals and tubers,Rice (Japonica),KG,actual,Wholesale,CNY,4.28,0.6127
2020-02-15,Zhejiang Sheng,Hangzhou,Hangzhou,30.25,120.17,cereals and tubers,Wheat flour (first grade),KG,actual,Wholesale,CNY,3.66,0.5239
2020-03-15,Hebei Sheng,Shijiazhuang,Sijiazhuang,38.04,114.51,cereals and tubers,Wheat,KG,actual,Wholesale,CNY,2.42,0.3469
2020-03-15,Heilongjiang Sheng,Harbin,Heilongjiang,45.75,126.63,cereals and tubers,Maize,KG,actual,Wholesale,CNY,1.73,0.248
2020-03-15,Henan Sheng,Zhengzhou,Zhengzhou,34.77,113.65,cereals and tubers,Wheat,KG,actual,Wholesale,CNY,2.41,0.3447
2020-03-15,Hubei Sheng,Jingmen,Hubei,30.97,112.23,cereals and tubers,Rice (Indica),KG,actual,Wholesale,CNY,3.84,0.5493
2020-03-15,Jiangxi Sheng,Jiujiang,Jiujiang,29.66,115.95,cereals and tubers,Rice (Indica),KG,actual,Wholesale,CNY,3.75,0.5364
2020-03-15,Jiangxi Sheng,Jiujiang,Jiujiang,29.66,115.95,cereals and tubers,Rice (Japonica),KG,actual,Wholesale,CNY,4.16,0.595
2020-03-15,Jiangxi Sheng,Jiujiang,Jiujiang,29.66,115.95,cereals and tubers,Wheat flour (first grade),KG,actual,Wholesale,CNY,3.25,0.4649
2020-03-15,Jilin Sheng,Jilin,Jilin,43.42,126.12,cereals and tubers,Maize,KG,actual,Wholesale,CNY,1.76,0.2517
2020-03-15,Shandong Sheng,Jinan,Shandong,36.4,116.59,cereals and tubers,Maize,KG,actual,Wholesale,CNY,1.93,0.2766
2020-03-15,Shandong Sheng,Linyi,Linyi,35.05,118.35,cereals and tubers,Wheat,KG,actual,Wholesale,CNY,2.38,0.3404
2020-03-15,Shanxi Sheng,Yuncheng,Yuncheng,35.02,110.98,cereals and tubers,Wheat flour (first grade),KG,actual,Wholesale,CNY,3.4,0.4863
2020-03-15,Zhejiang Sheng,Hangzhou,Hangzhou,30.25,120.17,cereals and tubers,Rice (Indica),KG,actual,Wholesale,CNY,4.04,0.5771
2020-03-15,Zhejiang Sheng,Hangzhou,Hangzhou,30.25,120.17,cereals and tubers,Wheat flour (first grade),KG,actual,Wholesale,CNY,3.68,0.5264
2020-04-15,Hebei Sheng,Shijiazhuang,Sijiazhuang,38.04,114.51,cereals and tubers,Wheat,KG,actual,Wholesale,CNY,2.45,0.3464
2020-04-15,Heilongjiang Sheng,Harbin,Heilongjiang,45.75,126.63,cereals and tubers,Maize,KG,actual,Wholesale,CNY,1.79,0.2537
2020-04-15,Henan Sheng,Zhengzhou,Zhengzhou,34.77,113.65,cereals and tubers,Wheat,KG,actual,Wholesale,CNY,2.41,0.3411
2020-04-15,Hubei Sheng,Jingmen,Hubei,30.97,112.23,cereals and tubers,Rice (Indica),KG,actual,Wholesale,CNY,3.84,0.5434
2020-04-15,Jiangxi Sheng,Jiujiang,Jiujiang,29.66,115.95,cereals and tubers,Rice (Indica),KG,actual,Wholesale,CNY,3.75,0.5307
2020-04-15,Jiangxi Sheng,Jiujiang,Jiujiang,29.66,115.95,cereals and tubers,Rice (Japonica),KG,actual,Wholesale,CNY,4.16,0.5887
2020-04-15,Jiangxi Sheng,Jiujiang,Jiujiang,29.66,115.95,cereals and tubers,Wheat flour (first grade),KG,actual,Wholesale,CNY,3.32,0.4698
2020-04-15,Jilin Sheng,Jilin,Jilin,43.42,126.12,cereals and tubers,Maize,KG,actual,Wholesale,CNY,1.79,0.254
2020-04-15,Shandong Sheng,Jinan,Shandong,36.4,116.59,cereals and tubers,Maize,KG,actual,Wholesale,CNY,2.06,0.2915
2020-04-15,Shandong Sheng,Linyi,Linyi,35.05,118.35,cereals and tubers,Wheat,KG,actual,Wholesale,CNY,2.38,0.3368
2020-04-15,Shanxi Sheng,Yuncheng,Yuncheng,35.02,110.98,cereals and tubers,Wheat flour (first grade),KG,actual,Wholesale,CNY,3.4,0.4812
2020-04-15,Zhejiang Sheng,Hangzhou,Hangzhou,30.25,120.17,cereals and tubers,Rice (Indica),KG,actual,Wholesale,CNY,4.15,0.5876
2020-04-15,Zhejiang Sheng,Hangzhou,Hangzhou,30.25,120.17,cereals and tubers,Wheat flour (first grade),KG,actual,Wholesale,CNY,3.68,0.5208
2020-05-15,Hebei Sheng,Shijiazhuang,Sijiazhuang,38.04,114.51,cereals and tubers,Wheat,KG,actual,Wholesale,CNY,2.42,0.3415
2020-05-15,Heilongjiang Sheng,Harbin,Heilongjiang,45.75,126.63,cereals and tubers,Maize,KG,actual,Wholesale,CNY,1.86,0.2617
2020-05-15,Henan Sheng,Zhengzhou,Zhengzhou,34.77,113.65,cereals and tubers,Wheat,KG,actual,Wholesale,CNY,2.4,0.3387
2020-05-15,Hubei Sheng,Jingmen,Hubei,30.97,112.23,cereals and tubers,Rice (Indica),KG,actual,Wholesale,CNY,3.6,0.5069
2020-05-15,Jiangxi Sheng,Jiujiang,Jiujiang,29.66,115.95,cereals and tubers,Rice (Indica),KG,actual,Wholesale,CNY,3.75,0.5281
2020-05-15,Jiangxi Sheng,Jiujiang,Jiujiang,29.66,115.95,cereals and tubers,Wheat flour (first grade),KG,actual,Wholesale,CNY,3.35,0.4717
2020-05-15,Jilin Sheng,Jilin,Jilin,43.42,126.12,cereals and tubers,Maize,KG,actual,Wholesale,CNY,1.93,0.2721
2020-05-15,Shandong Sheng,Jinan,Shandong,36.4,116.59,cereals and tubers,Maize,KG,actual,Wholesale,CNY,2.21,0.3119
2020-05-15,Shandong Sheng,Linyi,Linyi,35.05,118.35,cereals and tubers,Wheat,KG,actual,Wholesale,CNY,2.38,0.3351
2020-05-15,Shanxi Sheng,Yuncheng,Yuncheng,35.02,110.98,cereals and tubers,Rice (Japonica),KG,actual,Wholesale,CNY,4.28,0.6027
2020-05-15,Shanxi Sheng,Yuncheng,Yuncheng,35.02,110.98,cereals and tubers,Wheat flour (first grade),KG,actual,Wholesale,CNY,3.4,0.4788
2020-05-15,Zhejiang Sheng,Hangzhou,Hangzhou,30.25,120.17,cereals and tubers,Rice (Indica),KG,actual,Wholesale,CNY,4.18,0.5886
2020-05-15,Zhejiang Sheng,Hangzhou,Hangzhou,30.25,120.17,cereals and tubers,Wheat flour (first grade),KG,actual,Wholesale,CNY,3.68,0.5182
2020-06-15,Hebei Sheng,Shijiazhuang,Sijiazhuang,38.04,114.51,cereals and tubers,Wheat,KG,actual,Wholesale,CNY,2.27,0.3202
2020-06-15,Heilongjiang Sheng,Harbin,Heilongjiang,45.75,126.63,cereals and tubers,Maize,KG,actual,Wholesale,CNY,1.89,0.2666
2020-06-15,Henan Sheng,Zhengzhou,Zhengzhou,34.77,113.65,cereals and tubers,Wheat,KG,actual,Wholesale,CNY,2.33,0.328
2020-06-15,Hubei Sheng,Jingmen,Hubei,30.97,112.23,cereals and tubers,Rice (Indica),KG,actual,Wholesale,CNY,3.6,0.5079
2020-06-15,Jiangxi Sheng,Jiujiang,Jiujiang,29.66,115.95,cereals and tubers,Rice (Indica),KG,actual,Wholesale,CNY,3.75,0.529
2020-06-15,Jiangxi Sheng,Jiujiang,Jiujiang,29.66,115.95,cereals and tubers,Wheat flour (first grade),KG,actual,Wholesale,CNY,3.38,0.4768
2020-06-15,Jilin Sheng,Jilin,Jilin,43.42,126.12,cereals and tubers,Maize,KG,actual,Wholesale,CNY,1.94,0.274
2020-06-15,Shandong Sheng,Jinan,Shandong,36.4,116.59,cereals and tubers,Maize,KG,actual,Wholesale,CNY,2.19,0.3089
2020-06-15,Shandong Sheng,Linyi,Linyi,35.05,118.35,cereals and tubers,Wheat,KG,actual,Wholesale,CNY,2.38,0.3357
2020-06-15,Shanxi Sheng,Yuncheng,Yuncheng,35.02,110.98,cereals and tubers,Rice (Japonica),KG,actual,Wholesale,CNY,4.28,0.6038
2020-06-15,Shanxi Sheng,Yuncheng,Yuncheng,35.02,110.98,cereals and tubers,Wheat flour (first grade),KG,actual,Wholesale,CNY,3.4,0.4796
2020-06-15,Zhejiang Sheng,Hangzhou,Hangzhou,30.25,120.17,cereals and tubers,Rice (Indica),KG,actual,Wholesale,CNY,4.18,0.5897
2020-06-15,Zhejiang Sheng,Hangzhou,Hangzhou,30.25,120.17,cereals and tubers,Wheat flour (first grade),KG,actual,Wholesale,CNY,3.68,0.5191
2020-07-15,Hebei Sheng,Shijiazhuang,Sijiazhuang,38.04,114.51,cereals and tubers,Wheat,KG,actual,Wholesale,CNY,2.4,0.3428
2020-07-15,Heilongjiang Sheng,Harbin,Heilongjiang,45.75,126.63,cereals and tubers,Maize,KG,actual,Wholesale,CNY,2.06,0.2942
2020-07-15,Henan Sheng,Zhengzhou,Zhengzhou,34.77,113.65,cereals and tubers,Wheat,KG,actual,Wholesale,CNY,2.34,0.3343
2020-07-15,Hubei Sheng,Jingmen,Hubei,30.97,112.23,cereals and tubers,Rice (Indica),KG,actual,Wholesale,CNY,3.6,0.5151
2020-07-15,Hubei Sheng,Wuhan,Wuhan,30.58,114.28,cereals and tubers,Rice (Japonica),KG,actual,Wholesale,CNY,4.3,0.6153
2020-07-15,Jiangxi Sheng,Jiujiang,Jiujiang,29.66,115.95,cereals and tubers,Rice (Indica),KG,actual,Wholesale,CNY,3.75,0.5366
2020-07-15,Jiangxi Sheng,Jiujiang,Jiujiang,29.66,115.95,cereals and tubers,Wheat flour (first grade),KG,actual,Wholesale,CNY,3.38,0.4837
2020-07-15,Jilin Sheng,Jilin,Jilin,43.42,126.12,cereals and tubers,Maize,KG,actual,Wholesale,CNY,2.08,0.2979
2020-07-15,Shandong Sheng,Jinan,Shandong,36.4,116.59,cereals and tubers,Maize,KG,actual,Wholesale,CNY,2.31,0.3305
2020-07-15,Shandong Sheng,Linyi,Linyi,35.05,118.35,cereals and tubers,Wheat,KG,actual,Wholesale,CNY,2.37,0.3388
2020-07-15,Shanxi Sheng,Yuncheng,Yuncheng,35.02,110.98,cereals and tubers,Rice (Japonica),KG,actual,Wholesale,CNY,4.28,0.6124
2020-07-15,Shanxi Sheng,Yuncheng,Yuncheng,35.02,110.98,cereals and tubers,Wheat flour (first grade),KG,actual,Wholesale,CNY,3.4,0.4865
2020-07-15,Zhejiang Sheng,Hangzhou,Hangzhou,30.25,120.17,cereals and tubers,Rice (Indica),KG,actual,Wholesale,CNY,4.18,0.5981
2020-07-15,Zhejiang Sheng,Hangzhou,Hangzhou,30.25,120.17,cereals and tubers,Rice (Japonica),KG,actual,Wholesale,CNY,4.22,0.6033
2020-07-15,Zhejiang Sheng,Hangzhou,Hangzhou,30.25,120.17,cereals and tubers,Wheat flour (first grade),KG,actual,Wholesale,CNY,3.68,0.5266
2020-08-15,Hebei Sheng,Shijiazhuang,Sijiazhuang,38.04,114.51,cereals and tubers,Wheat,KG,actual,Wholesale,CNY,2.43,0.35
2020-08-15,Heilongjiang Sheng,Harbin,Heilongjiang,45.75,126.63,cereals and tubers,Maize,KG,actual,Wholesale,CNY,2.1,0.3014
2020-08-15,Henan Sheng,Zhengzhou,Zhengzhou,34.77,113.65,cereals and tubers,Wheat,KG,actual,Wholesale,CNY,2.37,0.341
2020-08-15,Hubei Sheng,Jingmen,Hubei,30.97,112.23,cereals and tubers,Rice (Indica),KG,actual,Wholesale,CNY,3.9,0.5611
2020-08-15,Hubei Sheng,Wuhan,Wuhan,30.58,114.28,cereals and tubers,Rice (Japonica),KG,actual,Wholesale,CNY,4.3,0.6187
2020-08-15,Jiangxi Sheng,Jiujiang,Jiujiang,29.66,115.95,cereals and tubers,Rice (Indica),KG,actual,Wholesale,CNY,3.75,0.5396
2020-08-15,Jiangxi Sheng,Jiujiang,Jiujiang,29.66,115.95,cereals and tubers,Rice (Japonica),KG,actual,Wholesale,CNY,4.16,0.5986
2020-08-15,Jiangxi Sheng,Jiujiang,Jiujiang,29.66,115.95,cereals and tubers,Wheat flour (first grade),KG,actual,Wholesale,CNY,3.38,0.4863
2020-08-15,Jilin Sheng,Jilin,Jilin,43.42,126.12,cereals and tubers,Maize,KG,actual,Wholesale,CNY,2.15,0.309
2020-08-15,Shandong Sheng,Jinan,Shandong,36.4,116.59,cereals and tubers,Maize,KG,actual,Wholesale,CNY,2.39,0.3439
2020-08-15,Shandong Sheng,Linyi,Linyi,35.05,118.35,cereals and tubers,Wheat,KG,actual,Wholesale,CNY,2.35,0.3381
2020-08-15,Shanxi Sheng,Yuncheng,Yuncheng,35.02,110.98,cereals and tubers,Rice (Japonica),KG,actual,Wholesale,CNY,4.28,0.6158
2020-08-15,Shanxi Sheng,Yuncheng,Yuncheng,35.02,110.98,cereals and tubers,Wheat flour (first grade),KG,actual,Wholesale,CNY,3.4,0.4892
2020-08-15,Zhejiang Sheng,Hangzhou,Hangzhou,30.25,120.17,cereals and tubers,Rice (Indica),KG,actual,Wholesale,CNY,4.18,0.6014
2020-08-15,Zhejiang Sheng,Hangzhou,Hangzhou,30.25,120.17,cereals and tubers,Wheat flour (first grade),KG,actual,Wholesale,CNY,3.68,0.5295
2020-09-15,Hebei Sheng,Shijiazhuang,Sijiazhuang,38.04,114.51,cereals and tubers,Wheat,KG,actual,Wholesale,CNY,2.43,0.3583
2020-09-15,Heilongjiang Sheng,Harbin,Heilongjiang,45.75,126.63,cereals and tubers,Maize,KG,actual,Wholesale,CNY,2.07,0.3057
2020-09-15,Henan Sheng,Zhengzhou,Zhengzhou,34.77,113.65,cereals and tubers,Wheat,KG,actual,Wholesale,CNY,2.41,0.3558
2020-09-15,Hubei Sheng,Jingmen,Hubei,30.97,112.23,cereals and tubers,Rice (Indica),KG,actual,Wholesale,CNY,3.9,0.5751
2020-09-15,Jiangxi Sheng,Jiujiang,Jiujiang,29.66,115.95,cereals and tubers,Rice (Indica),KG,actual,Wholesale,CNY,3.75,0.5529
2020-09-15,Jiangxi Sheng,Jiujiang,Jiujiang,29.66,115.95,cereals and tubers,Rice (Japonica),KG,actual,Wholesale,CNY,4.16,0.6134
2020-09-15,Jiangxi Sheng,Jiujiang,Jiujiang,29.66,115.95,cereals and tubers,Wheat flour (first grade),KG,actual,Wholesale,CNY,3.38,0.4984
2020-09-15,Jilin Sheng,Jilin,Jilin,43.42,126.12,cereals and tubers,Maize,KG,actual,Wholesale,CNY,2.12,0.3131
2020-09-15,Shandong Sheng,Jinan,Shandong,36.4,116.59,cereals and tubers,Maize,KG,actual,Wholesale,CNY,2.31,0.3404
2020-09-15,Shandong Sheng,Linyi,Linyi,35.05,118.35,cereals and tubers,Wheat,KG,actual,Wholesale,CNY,2.36,0.348
2020-09-15,Shanxi Sheng,Yuncheng,Yuncheng,35.02,110.98,cereals and tubers,Rice (Japonica),KG,actual,Wholesale,CNY,4.28,0.6311
2020-09-15,Shanxi Sheng,Yuncheng,Yuncheng,35.02,110.98,cereals and tubers,Wheat flour (first grade),KG,actual,Wholesale,CNY,3.4,0.5013
2020-09-15,Zhejiang Sheng,Hangzhou,Hangzhou,30.25,120.17,cereals and tubers,Rice (Indica),KG,actual,Wholesale,CNY,4.18,0.6163
2020-09-15,Zhejiang Sheng,Hangzhou,Hangzhou,30.25,120.17,cereals and tubers,Wheat flour (first grade),KG,actual,Wholesale,CNY,3.68,0.5426
2020-10-15,Hebei Sheng,Shijiazhuang,Sijiazhuang,38.04,114.51,cereals and tubers,Wheat,KG,actual,Wholesale,CNY,2.47,0.3674
2020-10-15,Heilongjiang Sheng,Harbin,Heilongjiang,45.75,126.63,cereals and tubers,Maize,KG,actual,Wholesale,CNY,2.17,0.3223
2020-10-15,Henan Sheng,Zhengzhou,Zhengzhou,34.77,113.65,cereals and tubers,Wheat,KG,actual,Wholesale,CNY,2.42,0.3599
2020-10-15,Hubei Sheng,Jingmen,Hubei,30.97,112.23,cereals and tubers,Rice (Indica),KG,actual,Wholesale,CNY,4.01,0.5964
2020-10-15,Jiangxi Sheng,Jiujiang,Jiujiang,29.66,115.95,cereals and tubers,Rice (Indica),KG,actual,Wholesale,CNY,3.75,0.5578
2020-10-15,Jiangxi Sheng,Jiujiang,Jiujiang,29.66,115.95,cereals and tubers,Wheat flour (first grade),KG,actual,Wholesale,CNY,3.23,0.4809
2020-10-15,Jilin Sheng,Jilin,Jilin,43.42,126.12,cereals and tubers,Maize,KG,actual,Wholesale,CNY,2.25,0.3351
2020-10-15,Shandong Sheng,Jinan,Shandong,36.4,116.59,cereals and tubers,Maize,KG,actual,Wholesale,CNY,2.47,0.3669
2020-10-15,Shandong Sheng,Linyi,Linyi,35.05,118.35,cereals and tubers,Wheat,KG,actual,Wholesale,CNY,2.45,0.3639
2020-10-15,Shanxi Sheng,Yuncheng,Yuncheng,35.02,110.98,cereals and tubers,Rice (Japonica),KG,actual,Wholesale,CNY,4.28,0.6366
2020-10-15,Shanxi Sheng,Yuncheng,Yuncheng,35.02,110.98,cereals and tubers,Wheat flour (first grade),KG,actual,Wholesale,CNY,3.4,0.5057
2020-10-15,Zhejiang Sheng,Hangzhou,Hangzhou,30.25,120.17,cereals and tubers,Rice (Indica),KG,actual,Wholesale,CNY,4.18,0.6217
2020-10-15,Zhejiang Sheng,Hangzhou,Hangzhou,30.25,120.17,cereals and tubers,Wheat flour (first grade),KG,actual,Wholesale,CNY,3.68,0.5474
